Num_Credit_Card,Interest_Rate,Delay_from_due_date,Changed_Credit_Limit,Outstanding_Debt,Credit_Mix,Payment_of_Min_Amount,Credit_Score
3,8,24,6.98,1468.45,Standard,No,1
3,8,24,6.98,1468.45,Standard,No,1
3,8,24,6.98,1468.45,Standard,No,1
3,8,24,6.98,1468.45,Standard,No,1
4,12,22,6.57,1468.46,Standard,No,1
4,12,22,6.57,1468.46,Standard,No,1
4,12,23,6.57,1468.46,Standard,No,1
4,12,22,6.57,1468.46,Standard,No,1
3,11,12,8.54,1468.61,Good,No,2
3,11,10,8.54,1468.61,Good,No,1
3,11,12,8.54,1468.61,Good,No,2
3,11,12,8.54,1468.61,Good,No,2
10,26,20,4.18,1468.67,Bad,Yes,0
10,26,20,4.18,1468.67,Bad,Yes,0
6,11,11,7.01,1468.69,Standard,Yes,1
6,11,11,7.01,1468.69,Standard,Yes,1
6,11,11,9.01,1468.69,Standard,Yes,1
6,11,8,0.0099999999999997,1468.69,Standard,Yes,1
7,11,7,4.63,1469.14,Good,No,1
7,11,7,4.63,1469.14,Good,No,1
7,11,7,4.63,1469.14,Good,No,1
7,11,7,4.63,1469.14,Good,No,1
7,12,28,10.18,1469.17,Standard,Yes,1
7,12,28,10.18,1469.17,Standard,Yes,1
7,12,28,6.18,1469.17,Standard,Yes,1
7,12,28,10.18,1469.17,Standard,No,1
4,14,8,12.59,1469.21,Standard,Yes,1
4,14,8,12.59,1469.21,Standard,Yes,1
4,14,8,12.59,1469.21,Standard,Yes,1
4,11,21,19.9,1469.47,Standard,Yes,0
4,11,21,19.9,1469.47,Standard,Yes,0
4,11,21,19.9,1469.47,Standard,Yes,0
4,11,21,16.9,1469.47,Standard,No,1
3,20,9,13.14,1469.91,Standard,No,1
3,20,9,13.14,1469.91,Standard,Yes,1
3,20,11,13.14,1469.91,Standard,Yes,1
3,20,9,13.14,1469.91,Standard,Yes,1
4,19,8,11.96,147.14,Standard,Yes,1
4,19,15,14.96,147.14,Standard,Yes,1
4,19,10,10.96,147.14,Standard,Yes,1
4,19,10,11.96,147.14,Standard,Yes,1
2,8,11,10.34,147.27,Good,No,2
2,8,11,10.34,147.27,Good,No,2
2,8,11,10.34,147.27,Good,No,2
2,8,15,10.34,147.27,Good,No,2
6,6,10,7.13,147.5,Good,No,0
6,6,10,7.13,147.5,Good,No,0
6,6,10,7.13,147.5,Good,No,0
6,6,10,3.13,147.5,Good,No,1
4,13,17,8.17,147.52,Standard,No,1
4,13,17,8.17,147.52,Standard,No,1
4,13,17,8.17,147.52,Standard,No,1
4,13,17,8.17,147.52,Standard,No,1
3,6,26,3.64,147.64,Standard,No,1
3,6,26,3.64,147.64,Standard,No,1
3,6,26,3.64,147.64,Standard,No,1
3,6,26,0.6400000000000001,147.64,Standard,No,1
5,1,6,4.58,147.75,Good,No,2
5,1,6,4.58,147.75,Good,No,2
5,1,6,7.58,147.75,Good,No,2
5,1,5,4.58,147.75,Good,No,2
7,9,24,19.13,147.77,Standard,Yes,1
7,9,23,20.13,147.77,Standard,Yes,1
7,9,23,19.13,147.77,Standard,Yes,1
7,9,23,19.13,147.77,Standard,Yes,1
4,7,18,9.85,147.78,Standard,Yes,1
4,7,18,9.85,147.78,Standard,Yes,1
4,7,18,9.85,147.78,Standard,Yes,1
5,5,25,11.36,1470.11,Standard,Yes,1
5,5,25,14.36,1470.11,Standard,Yes,1
5,5,25,14.36,1470.11,Standard,Yes,1
5,5,25,14.36,1470.11,Standard,Yes,1
6,13,22,1.1,1470.14,Standard,No,1
6,13,22,1.1,1470.14,Standard,No,1
6,13,22,1.1,1470.14,Standard,No,1
6,13,22,1.1,1470.14,Standard,No,1
7,5,2,15.23,1470.22,Standard,Yes,1
7,5,5,13.23,1470.22,Standard,Yes,1
7,5,5,7.23,1470.22,Standard,Yes,1
4,11,25,17.009999999999998,1470.31,Standard,Yes,1
4,11,25,11.01,1470.31,Standard,Yes,1
4,11,25,11.01,1470.31,Standard,Yes,1
4,11,25,11.01,1470.31,Standard,Yes,1
6,9,13,1.49,1470.65,Good,No,1
6,9,13,1.49,1470.65,Good,No,1
6,9,13,1.49,1470.65,Good,No,1
1,5,14,12.37,1470.72,Good,No,2
1,5,14,10.37,1470.72,Good,No,2
1,5,14,7.369999999999999,1470.72,Good,No,2
1,5,11,3.3699999999999988,1470.72,Good,No,2
9,33,60,14.0,1470.74,Bad,Yes,0
9,33,64,14.0,1470.74,Bad,Yes,0
9,33,60,14.0,1470.74,Bad,Yes,0
9,33,60,14.0,1470.74,Bad,Yes,0
6,15,24,14.07,1470.79,Bad,Yes,0
6,15,24,14.07,1470.79,Bad,Yes,0
6,15,24,14.07,1470.79,Bad,Yes,0
10,28,52,0.59,1471.01,Bad,Yes,0
10,28,52,0.59,1471.01,Bad,Yes,0
10,28,52,0.59,1471.01,Bad,Yes,0
10,28,52,0.59,1471.01,Bad,Yes,0
5,9,25,10.74,1471.04,Good,No,2
5,9,30,10.74,1471.04,Good,No,2
5,9,32,10.74,1471.04,Good,No,2
5,9,29,10.74,1471.04,Good,No,2
4,12,2,3.34,1471.07,Good,No,2
4,12,-3,3.34,1471.07,Good,No,2
4,12,2,3.34,1471.07,Good,No,2
4,12,2,3.34,1471.07,Good,No,2
5,13,24,8.21,1471.3,Standard,Yes,1
5,13,28,6.210000000000001,1471.3,Standard,Yes,1
5,13,28,11.21,1471.3,Standard,Yes,1
5,13,28,8.21,1471.3,Standard,No,1
9,18,42,19.28,1471.32,Standard,Yes,0
9,18,42,19.28,1471.32,Standard,No,0
9,18,39,19.28,1471.32,Standard,No,0
6,12,8,7.15,1471.36,Good,No,2
6,12,8,7.15,1471.36,Good,No,2
6,12,8,7.15,1471.36,Good,No,2
6,12,8,7.15,1471.36,Good,No,2
3,8,7,16.95,1471.5,Standard,No,1
3,8,5,16.95,1471.5,Standard,Yes,1
3,8,7,16.95,1471.5,Standard,Yes,1
4,5,11,2.03,1471.88,Good,No,2
4,5,11,2.03,1471.88,Good,No,2
4,5,11,2.03,1471.88,Good,No,2
6,20,8,8.76,1472.02,Standard,No,1
6,20,8,8.76,1472.02,Standard,No,1
6,20,8,8.76,1472.02,Standard,No,1
6,20,6,8.76,1472.02,Standard,No,1
5,15,30,11.04,1472.05,Standard,Yes,1
5,15,27,8.04,1472.05,Standard,No,1
5,15,27,11.04,1472.05,Standard,Yes,1
5,15,27,11.04,1472.05,Standard,Yes,1
5,14,19,7.14,1472.07,Standard,Yes,1
5,14,20,7.14,1472.07,Standard,Yes,1
5,14,20,7.14,1472.07,Standard,Yes,1
5,14,20,7.14,1472.07,Standard,No,1
6,16,14,0.64,1472.21,Standard,Yes,1
6,16,14,0.64,1472.21,Standard,No,1
6,16,14,0.64,1472.21,Standard,Yes,1
6,16,13,0.64,1472.21,Standard,Yes,1
4,7,10,3.94,1472.32,Good,No,1
4,7,11,3.94,1472.32,Good,No,1
4,7,13,3.94,1472.32,Good,No,1
10,29,26,16.12,1472.35,Standard,Yes,0
10,29,32,18.12,1472.35,Standard,Yes,0
10,29,30,17.12,1472.35,Standard,Yes,0
10,29,33,16.12,1472.35,Standard,Yes,0
7,12,30,1.96,1472.7,Standard,No,1
7,12,26,1.96,1472.7,Standard,No,1
7,12,25,1.96,1472.7,Standard,No,1
7,12,30,4.96,1472.7,Standard,No,1
5,10,2,4.24,1472.78,Good,No,2
5,10,-2,7.24,1472.78,Good,No,2
5,10,2,7.24,1472.78,Good,No,2
5,10,6,7.24,1472.78,Good,No,1
7,15,12,13.24,1472.81,Standard,Yes,1
7,15,8,13.24,1472.81,Standard,Yes,1
7,15,12,13.24,1472.81,Standard,Yes,1
10,22,43,1.64,1472.86,Bad,Yes,0
10,22,43,1.64,1472.86,Bad,No,0
10,22,43,1.64,1472.86,Bad,Yes,0
10,22,46,1.64,1472.86,Bad,Yes,0
4,17,5,2.92,1472.89,Standard,No,1
4,17,0,2.92,1472.89,Standard,No,1
3,3,12,5.69,1472.91,Good,No,2
3,3,13,5.69,1472.91,Good,No,2
3,3,12,5.69,1472.91,Good,No,2
3,3,11,5.69,1472.91,Good,No,2
5,1,2,5.89,1473.17,Good,No,1
5,1,0,5.89,1473.17,Good,No,2
5,1,2,6.89,1473.17,Good,No,2
5,1,0,5.89,1473.17,Good,No,2
10,18,28,0.3099999999999996,1473.28,Bad,Yes,0
10,18,28,6.31,1473.28,Bad,Yes,0
10,18,29,6.31,1473.28,Bad,No,0
10,18,28,6.31,1473.28,Bad,Yes,0
10,18,12,11.12,1473.32,Standard,No,0
10,18,12,11.12,1473.32,Standard,Yes,0
10,18,16,11.12,1473.32,Standard,Yes,0
10,18,13,11.12,1473.32,Standard,Yes,0
5,7,5,11.35,1473.37,Good,No,1
5,7,8,11.35,1473.37,Good,No,1
5,7,8,11.35,1473.37,Good,No,1
5,6,7,18.13,1473.38,Standard,Yes,1
5,6,7,25.13,1473.38,Standard,Yes,1
5,6,7,18.13,1473.38,Standard,Yes,1
4,12,16,15.42,1473.4,Standard,Yes,1
4,12,19,15.42,1473.4,Standard,Yes,1
4,12,16,15.42,1473.4,Standard,Yes,1
4,12,16,15.42,1473.4,Standard,Yes,1
6,32,18,10.58,1473.64,Standard,Yes,1
6,32,20,10.58,1473.64,Standard,Yes,1
6,32,20,10.58,1473.64,Standard,No,0
5,13,14,4.66,1473.68,Standard,Yes,1
5,13,14,7.66,1473.68,Standard,Yes,1
5,13,14,11.66,1473.68,Standard,Yes,1
5,13,19,11.66,1473.68,Standard,Yes,1
8,31,42,1.56,1474.26,Bad,No,0
8,31,42,0.56,1474.26,Bad,Yes,0
4,3,2,7.61,1474.32,Good,No,1
4,3,2,12.61,1474.32,Good,No,1
4,3,2,7.61,1474.32,Good,No,1
5,29,5,14.55,1474.48,Standard,Yes,1
5,29,1,14.55,1474.48,Standard,Yes,0
5,29,5,14.55,1474.48,Standard,Yes,1
9,15,6,15.71,1474.63,Standard,No,0
9,15,6,6.710000000000001,1474.63,Standard,Yes,0
9,15,6,8.71,1474.63,Standard,Yes,0
9,15,6,8.71,1474.63,Standard,Yes,0
5,8,2,9.25,1475.0,Good,No,2
5,8,8,9.25,1475.0,Good,No,2
5,8,6,9.25,1475.0,Good,No,0
5,8,6,9.25,1475.0,Good,No,0
7,14,26,8.85,1475.05,Standard,Yes,1
7,14,26,12.85,1475.05,Standard,Yes,1
7,14,31,12.85,1475.05,Standard,Yes,1
6,17,15,2.76,1475.23,Standard,No,1
6,17,13,2.76,1475.23,Standard,No,1
6,17,8,2.76,1475.23,Standard,No,1
6,17,13,2.76,1475.23,Standard,No,1
3,5,18,0.64,1475.3,Standard,No,1
3,5,20,0.64,1475.3,Standard,No,1
3,5,23,0.64,1475.3,Standard,No,1
3,5,19,0.64,1475.3,Standard,No,1
6,10,35,19.9,1475.3,Standard,Yes,1
6,10,28,19.9,1475.3,Standard,Yes,1
6,10,30,19.9,1475.3,Standard,Yes,1
6,10,30,19.9,1475.3,Standard,Yes,1
5,19,15,18.17,1475.32,Standard,Yes,1
5,19,15,18.17,1475.32,Standard,Yes,1
5,19,15,18.17,1475.32,Standard,Yes,1
5,19,15,25.17,1475.32,Standard,Yes,1
3,14,28,2.35,1475.39,Standard,Yes,1
3,14,32,2.35,1475.39,Standard,Yes,1
3,14,28,2.35,1475.39,Standard,Yes,1
3,1,14,3.19,1475.43,Good,No,1
3,1,14,3.19,1475.43,Good,No,1
3,1,14,3.19,1475.43,Good,No,1
3,1,9,3.19,1475.43,Good,No,1
7,2,8,2.6099999999999994,1475.49,Good,No,1
7,2,13,8.61,1475.49,Good,No,1
7,2,13,8.61,1475.49,Good,No,1
7,2,9,8.61,1475.49,Good,No,1
3,5,5,16.54,1475.77,Standard,Yes,1
3,5,5,21.54,1475.77,Standard,Yes,1
3,5,5,11.54,1475.77,Standard,Yes,1
7,3,6,11.62,1475.78,Good,No,2
7,3,6,11.62,1475.78,Good,No,2
7,3,6,11.62,1475.78,Good,No,2
7,3,6,11.62,1475.78,Good,No,2
4,5,22,3.02,1475.91,Good,No,0
4,5,22,3.02,1475.91,Good,No,0
4,5,22,3.02,1475.91,Good,No,0
4,5,22,3.02,1475.91,Good,No,0
5,5,8,6.43,1475.99,Good,No,2
5,5,8,11.43,1475.99,Good,No,0
5,5,5,11.43,1475.99,Good,No,0
6,26,39,1.27,1476.27,Bad,Yes,0
6,26,39,1.27,1476.27,Bad,No,1
6,26,35,1.27,1476.27,Bad,Yes,0
4,9,21,7.23,1476.31,Standard,No,1
4,9,21,0.2300000000000004,1476.31,Standard,No,1
4,9,23,10.23,1476.31,Standard,No,1
4,9,23,11.23,1476.31,Standard,No,1
3,9,26,1.09,1476.36,Standard,Yes,1
3,9,27,1.09,1476.36,Standard,Yes,1
7,9,13,1.68,1476.59,Standard,No,1
7,9,10,1.68,1476.59,Standard,No,1
7,9,12,1.68,1476.59,Standard,No,1
7,9,15,1.68,1476.59,Standard,No,1
3,6,28,9.12,1476.9,Standard,No,1
3,6,28,9.12,1476.9,Standard,Yes,1
3,6,23,15.12,1476.9,Standard,No,1
3,6,28,15.12,1476.9,Standard,Yes,1
3,1,15,2.78,1476.91,Good,No,1
3,1,11,7.78,1476.91,Good,No,1
3,1,11,7.78,1476.91,Good,No,1
3,1,11,7.78,1476.91,Good,No,1
6,9,27,8.0,1477.09,Standard,Yes,1
6,9,27,5.0,1477.09,Standard,Yes,1
6,9,27,8.0,1477.09,Standard,Yes,1
4,9,7,11.72,1477.42,Standard,No,1
4,9,7,11.72,1477.42,Standard,Yes,1
4,9,8,11.72,1477.42,Standard,Yes,1
4,12,17,0.52,1477.46,Good,No,1
4,12,12,0.52,1477.46,Good,No,1
4,12,16,0.52,1477.46,Good,No,2
4,12,8,0.52,1477.46,Good,No,2
6,9,21,13.83,1477.48,Standard,Yes,1
6,9,21,15.83,1477.48,Standard,Yes,1
6,9,21,13.83,1477.48,Standard,Yes,1
6,9,16,13.83,1477.48,Standard,Yes,1
6,8,29,14.04,1477.54,Standard,Yes,1
6,8,29,21.04,1477.54,Standard,Yes,1
6,8,29,19.04,1477.54,Standard,Yes,1
6,8,29,19.04,1477.54,Standard,Yes,1
3,6,29,13.44,1477.83,Standard,Yes,1
3,6,29,19.44,1477.83,Standard,Yes,1
3,6,30,19.44,1477.83,Standard,Yes,1
5,8,29,5.03,1477.96,Standard,No,1
5,8,29,5.03,1477.96,Standard,No,1
5,8,29,5.03,1477.96,Standard,No,1
7,7,30,3.81,1478.07,Standard,Yes,1
7,7,30,3.81,1478.07,Standard,No,1
7,7,30,3.81,1478.07,Standard,Yes,1
5,9,14,12.92,1478.07,Standard,Yes,1
5,9,14,12.92,1478.07,Standard,Yes,1
5,9,14,12.92,1478.07,Standard,Yes,1
5,9,14,12.92,1478.07,Standard,Yes,1
5,2,22,6.44,1478.4,Good,No,2
5,2,20,6.44,1478.4,Good,No,2
5,2,20,6.44,1478.4,Good,No,2
5,2,20,6.44,1478.4,Good,No,2
7,12,19,2.87,1478.43,Standard,No,1
7,12,19,5.87,1478.43,Standard,No,1
7,12,19,5.87,1478.43,Standard,No,1
7,12,19,5.87,1478.43,Standard,No,1
5,20,21,19.63,1478.49,Standard,Yes,1
5,20,23,19.63,1478.49,Standard,Yes,1
5,20,21,19.63,1478.49,Standard,No,1
5,20,23,13.63,1478.49,Standard,Yes,1
6,7,14,3.27,1478.53,Good,No,2
6,7,10,3.27,1478.53,Good,No,2
6,7,10,3.27,1478.53,Good,No,2
6,7,5,3.27,1478.53,Good,No,1
5,12,22,1.61,1478.94,Good,No,0
5,12,22,1.61,1478.94,Good,No,0
5,12,22,1.61,1478.94,Good,No,0
5,12,22,1.61,1478.94,Good,No,0
9,23,44,9.46,1479.37,Bad,Yes,0
9,23,47,9.46,1479.37,Bad,Yes,0
9,23,44,9.46,1479.37,Bad,No,1
9,23,43,11.46,1479.37,Bad,Yes,0
4,20,6,14.57,1479.58,Standard,Yes,1
4,20,6,14.57,1479.58,Standard,Yes,1
4,20,6,14.57,1479.58,Standard,Yes,1
4,20,4,14.57,1479.58,Standard,Yes,1
3,4,13,10.61,1479.62,Good,No,2
3,4,13,11.61,1479.62,Good,No,2
3,4,13,11.61,1479.62,Good,No,2
3,4,18,11.61,1479.62,Good,No,2
6,22,52,5.13,1479.71,Bad,Yes,0
6,22,52,6.13,1479.71,Bad,Yes,0
6,22,48,6.13,1479.71,Bad,Yes,0
4,15,19,16.82,148.04,Standard,Yes,1
4,15,19,16.82,148.04,Standard,Yes,1
4,15,19,16.82,148.04,Standard,Yes,1
6,6,9,16.83,148.15,Standard,No,1
6,6,8,19.83,148.15,Standard,Yes,2
6,6,9,19.83,148.15,Standard,Yes,1
6,6,9,19.83,148.15,Standard,Yes,1
5,8,30,5.6,148.21,Good,No,0
5,8,30,5.6,148.21,Good,No,0
5,8,30,2.6,148.21,Good,No,0
5,8,30,5.6,148.21,Good,No,0
5,6,3,3.44,148.4,Good,No,0
5,6,3,3.44,148.4,Good,No,0
5,6,3,3.44,148.4,Good,No,0
5,6,3,3.44,148.4,Good,No,0
2,11,9,11.89,148.52,Good,No,2
2,11,9,5.89,148.52,Good,No,2
2,11,5,5.89,148.52,Good,No,2
2,11,12,5.89,148.52,Good,No,2
3,12,24,8.23,148.52,Standard,Yes,1
3,12,24,5.23,148.52,Standard,Yes,1
3,12,24,8.23,148.52,Standard,Yes,1
3,12,24,8.23,148.52,Standard,Yes,1
5,5,15,1.13,148.57,Good,No,0
5,5,15,1.13,148.57,Good,No,0
5,5,11,1.13,148.57,Good,No,0
5,5,15,1.13,148.57,Good,No,0
5,11,26,15.73,1480.12,Standard,Yes,1
5,11,31,15.73,1480.12,Standard,Yes,1
5,11,26,15.73,1480.12,Standard,Yes,1
5,11,26,12.73,1480.12,Standard,Yes,1
7,17,17,19.98,1480.53,Standard,Yes,1
7,17,17,19.98,1480.53,Standard,Yes,1
7,17,18,19.98,1480.53,Standard,Yes,1
7,17,17,19.98,1480.53,Standard,Yes,1
3,5,10,7.89,1480.54,Standard,No,1
3,5,10,7.89,1480.54,Standard,No,1
3,5,10,7.89,1480.54,Standard,No,1
3,5,6,7.89,1480.54,Standard,No,1
3,11,7,8.18,1480.87,Good,No,2
3,11,5,8.18,1480.87,Good,No,1
3,11,10,8.18,1480.87,Good,No,1
3,11,10,8.18,1480.87,Good,No,1
3,15,26,8.74,1480.88,Standard,Yes,1
3,15,26,8.74,1480.88,Standard,Yes,1
3,15,30,8.74,1480.88,Standard,Yes,1
3,15,26,8.74,1480.88,Standard,Yes,1
5,5,3,5.56,1480.89,Good,No,2
5,5,2,5.56,1480.89,Good,No,0
5,5,2,5.56,1480.89,Good,No,0
5,5,2,5.56,1480.89,Good,No,0
3,8,15,11.25,1480.92,Good,No,1
3,8,12,9.25,1480.92,Good,No,1
3,8,12,12.25,1480.92,Good,No,1
3,8,14,11.25,1480.92,Good,No,1
6,10,17,8.54,1480.98,Good,No,2
6,10,14,8.54,1480.98,Good,No,2
6,10,10,8.54,1480.98,Good,No,2
6,10,17,8.54,1480.98,Good,No,2
4,11,18,19.54,1481.35,Standard,Yes,1
4,11,14,19.54,1481.35,Standard,Yes,1
4,11,14,19.54,1481.35,Standard,Yes,1
4,22,25,23.35,1481.83,Standard,No,0
4,22,25,18.35,1481.83,Standard,Yes,0
4,22,30,18.35,1481.83,Standard,Yes,0
4,22,26,16.35,1481.83,Standard,Yes,0
3,7,3,8.4,1481.99,Good,No,1
3,7,8,8.4,1481.99,Good,No,2
3,7,6,9.4,1481.99,Good,No,1
3,7,3,2.4000000000000004,1481.99,Good,No,1
10,27,54,14.49,1482.09,Bad,Yes,0
10,27,49,14.49,1482.09,Bad,Yes,0
10,27,53,14.49,1482.09,Bad,No,0
10,27,53,14.49,1482.09,Bad,Yes,0
4,30,8,9.58,1482.15,Standard,Yes,0
4,30,8,9.58,1482.15,Standard,Yes,0
4,30,8,13.58,1482.15,Standard,Yes,0
2,9,0,11.98,1482.22,Good,No,2
2,9,0,5.98,1482.22,Good,No,2
2,9,0,10.98,1482.22,Good,No,2
2,9,0,12.98,1482.22,Good,No,2
7,5,18,10.67,1482.24,Good,No,2
7,5,15,10.67,1482.24,Good,No,2
7,5,20,10.67,1482.24,Good,No,2
7,5,18,10.67,1482.24,Good,No,2
5,15,30,7.14,1482.3,Standard,Yes,1
5,15,26,7.14,1482.3,Standard,Yes,1
5,15,26,7.14,1482.3,Standard,Yes,1
5,16,57,18.08,1482.46,Bad,Yes,0
5,16,57,18.08,1482.46,Bad,Yes,0
5,16,57,18.08,1482.46,Bad,Yes,0
10,15,47,1.61,1482.64,Bad,No,0
10,15,42,1.61,1482.64,Bad,Yes,0
10,15,42,1.61,1482.64,Bad,Yes,0
10,15,47,1.61,1482.64,Bad,Yes,0
3,12,15,8.55,1483.05,Standard,Yes,1
3,12,18,8.55,1483.05,Standard,Yes,1
3,12,16,8.55,1483.05,Standard,No,1
3,12,16,8.55,1483.05,Standard,No,1
4,5,17,13.61,1483.15,Standard,Yes,1
4,5,17,13.61,1483.15,Standard,Yes,1
4,5,17,13.61,1483.15,Standard,Yes,1
4,5,17,13.61,1483.15,Standard,Yes,1
4,13,21,18.32,1483.22,Standard,Yes,1
4,13,21,18.32,1483.22,Standard,Yes,1
4,13,23,18.32,1483.22,Standard,Yes,1
4,13,21,21.32,1483.22,Standard,Yes,1
5,5,24,0.73,1483.23,Good,No,0
8,16,24,0.52,1483.24,Bad,Yes,0
8,16,23,0.52,1483.24,Bad,No,0
8,16,22,0.52,1483.24,Bad,Yes,0
3,9,5,10.02,1483.39,Good,No,2
3,9,5,10.02,1483.39,Good,No,2
3,9,5,13.02,1483.39,Good,No,1
3,9,5,10.02,1483.39,Good,No,2
6,10,13,4.41,1483.41,Standard,No,1
6,10,13,4.41,1483.41,Standard,No,1
6,10,13,3.41,1483.41,Standard,No,1
6,10,9,4.41,1483.41,Standard,No,1
3,4,-1,4.94,1483.59,Good,No,1
3,4,0,4.94,1483.59,Good,No,1
3,4,0,4.94,1483.59,Good,No,1
3,19,8,16.33,1483.6,Standard,Yes,1
3,19,8,16.33,1483.6,Standard,Yes,1
3,19,13,16.33,1483.6,Standard,Yes,1
3,19,8,16.33,1483.6,Standard,Yes,1
6,14,1,19.4,1484.18,Standard,Yes,1
6,14,6,19.4,1484.18,Standard,Yes,1
6,14,2,19.4,1484.18,Standard,Yes,1
6,14,6,19.4,1484.18,Standard,Yes,1
5,6,12,5.22,1484.37,Standard,No,1
5,6,7,5.22,1484.37,Standard,No,1
5,6,3,9.22,1484.37,Standard,No,1
5,6,10,5.22,1484.37,Standard,No,1
7,18,6,10.57,1484.37,Standard,Yes,1
7,18,6,10.57,1484.37,Standard,Yes,1
7,18,6,10.57,1484.37,Standard,Yes,1
7,18,6,10.57,1484.37,Standard,Yes,1
4,11,13,1.84,1484.42,Standard,Yes,1
4,11,13,8.84,1484.42,Standard,Yes,1
4,11,13,1.84,1484.42,Standard,Yes,1
4,11,13,1.84,1484.42,Standard,Yes,1
5,4,15,3.29,1484.51,Good,No,1
5,4,15,3.29,1484.51,Good,No,1
5,4,15,3.29,1484.51,Good,No,1
5,4,15,8.29,1484.51,Good,No,1
1,7,11,0.0199999999999995,1484.51,Good,No,2
1,7,11,5.02,1484.51,Good,No,2
1,7,6,6.02,1484.51,Good,No,2
1,7,6,5.02,1484.51,Good,No,2
4,9,14,17.98,1484.58,Standard,Yes,1
4,9,14,17.98,1484.58,Standard,Yes,1
4,9,14,17.98,1484.58,Standard,Yes,1
4,9,19,17.98,1484.58,Standard,Yes,1
7,2,8,0.72,1484.67,Good,No,1
7,2,8,0.72,1484.67,Good,No,1
7,2,8,0.72,1484.67,Good,No,1
7,2,8,0.72,1484.67,Good,No,1
4,7,20,4.06,1485.18,Standard,No,1
4,7,20,4.06,1485.18,Standard,No,1
4,7,20,4.06,1485.18,Standard,No,1
4,7,20,4.06,1485.18,Standard,No,1
4,9,27,17.57,1485.52,Standard,Yes,1
4,9,27,17.57,1485.52,Standard,Yes,1
4,9,27,17.57,1485.52,Standard,Yes,1
7,29,12,19.11,1485.54,Standard,Yes,0
7,29,15,19.11,1485.54,Standard,Yes,0
7,29,15,19.11,1485.54,Standard,Yes,0
10,26,32,9.05,1485.6,Standard,Yes,1
10,26,32,9.05,1485.6,Standard,Yes,1
10,26,27,8.05,1485.6,Standard,Yes,0
10,26,32,15.05,1485.6,Standard,Yes,0
9,25,9,9.66,1485.7,Standard,Yes,0
9,25,11,9.66,1485.7,Standard,Yes,0
9,25,11,9.66,1485.7,Standard,Yes,0
6,2,18,5.35,1485.87,Good,No,1
6,2,18,7.35,1485.87,Good,No,1
6,2,13,7.35,1485.87,Good,No,1
6,2,17,7.35,1485.87,Good,No,2
7,17,22,16.82,1485.94,Standard,Yes,1
7,17,22,19.82,1485.94,Standard,Yes,1
7,17,22,16.82,1485.94,Standard,Yes,1
7,17,22,16.82,1485.94,Standard,Yes,1
4,4,3,3.01,1485.95,Good,No,2
4,4,8,3.01,1485.95,Good,No,1
4,4,8,3.01,1485.95,Good,No,1
4,4,13,3.01,1485.95,Good,No,2
6,9,30,4.23,1485.97,Good,No,0
6,9,31,6.23,1485.97,Good,No,0
6,9,33,11.23,1485.97,Good,No,2
6,9,30,6.23,1485.97,Good,No,0
10,15,24,14.41,1486.17,Bad,Yes,0
10,15,20,14.41,1486.17,Bad,No,0
10,15,24,14.41,1486.17,Bad,Yes,0
10,15,24,14.41,1486.17,Bad,Yes,0
7,1,30,6.77,1486.2,Good,No,0
7,1,30,6.77,1486.2,Good,No,0
7,1,35,6.77,1486.2,Good,No,0
7,1,30,13.77,1486.2,Good,No,0
5,11,22,11.14,1486.38,Good,No,0
6,11,19,10.14,1486.38,Good,No,2
6,11,19,11.14,1486.38,Good,No,2
8,15,53,5.01,1486.46,Bad,Yes,0
8,15,53,5.01,1486.46,Bad,No,0
8,15,53,5.01,1486.46,Bad,Yes,0
5,18,14,7.13,1486.49,Standard,Yes,0
5,18,17,4.13,1486.49,Standard,Yes,0
5,18,13,7.13,1486.49,Standard,Yes,0
7,10,8,7.91,1486.83,Standard,No,1
7,10,8,7.91,1486.83,Standard,No,1
7,10,8,7.91,1486.83,Standard,No,1
7,10,8,7.91,1486.83,Standard,No,1
7,1,7,0.54,1486.89,Good,No,1
7,1,7,4.54,1486.89,Good,No,1
7,1,7,0.54,1486.89,Good,No,1
7,1,8,4.54,1486.89,Good,No,1
5,7,9,11.79,1487.26,Good,No,2
5,7,9,11.79,1487.26,Good,No,2
5,7,9,11.79,1487.26,Good,No,2
5,7,9,11.79,1487.26,Good,No,2
3,9,26,11.1,1487.56,Standard,No,1
3,9,29,16.1,1487.56,Standard,No,1
3,9,29,11.1,1487.56,Standard,No,1
3,9,29,11.1,1487.56,Standard,No,1
1,6,11,3.43,1487.63,Good,No,2
1,6,9,3.43,1487.63,Good,No,2
1,6,11,3.43,1487.63,Good,No,2
4,4,7,10.75,1487.87,Good,No,1
4,4,7,3.75,1487.87,Good,No,1
4,4,3,3.75,1487.87,Good,No,2
6,2,8,9.24,1487.9,Good,No,1
6,2,9,9.24,1487.9,Good,No,2
6,2,9,9.24,1487.9,Good,No,2
9,26,32,7.83,1488.01,Bad,Yes,1
9,26,32,14.83,1488.01,Bad,Yes,0
9,26,30,7.83,1488.01,Bad,Yes,0
9,26,32,13.83,1488.01,Bad,Yes,0
1,4,13,0.93,1488.12,Good,No,1
1,4,13,0.93,1488.12,Good,No,1
1,4,13,0.93,1488.12,Good,No,1
3,13,26,9.04,1488.29,Standard,Yes,1
3,13,27,9.04,1488.29,Standard,Yes,1
3,13,26,9.04,1488.29,Standard,Yes,1
3,13,26,16.04,1488.29,Standard,Yes,1
6,1,13,2.69,1488.34,Good,No,2
